Region,Ou Name,Customer Name,Customer Number,Site Use Id,Claim Number,Settlement Method,Status Code,Write Off Account,Offer Owner,Committed Amount,Earned Amount,Claim Owner,Claim Type,Claim Reason,Prior Claim Type,Write Off Account Actual,Claim Date,Amount,Claim Amount Func,Claim Amount USD,Line Amount,Amount Remaining,Amount Remaining Func,Parent Claim Remaining Amt,Currency Code,Customer Ref Number,Customer Ref Date,Claim Ref Quarter,Creation Date,Created By,Last Updated By,Claim Close Date,Transaction Number,AR Transaction Remaining Amount,Subledger,Accounts Payable Invoice Status,Accounts Payable Voucher Number,Accounts Payable Scheduled Payment Date,Accounts Payable Payment Date,Accounts Payable Prepayment Date,Po Number,Overage Amt Trans,Overage Amt Funct,Aged Days,Aged Bucket,Claim Investigation Reason,Claim Description,Receipt Number,Claim Submitter,Claim Pending With,More Info Approver,Claim Approval Type,Days Pending Approval,Days Pending Close,Offer Remaining Amt Trans,Offer Unassociated Amt Trans,Offer Code,Line Offer,Offer Quarter,Offer Status,Offer Start Date,Offer End Date,Budget Name,Budget Category,Offer Type,Activity Type,Accrual Account,Voucher Number,Claim Period From,Claim Period To,Claim TAX Amount,PL Account,Channel Data Set
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492719,Credit Memo - On Account,CLOSED,,"Ness, Von Desiree",151600.08,128539.98,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,1973728.91,1973728.91,1973728.91,41550.0,0.0,0.0,0.0,USD,2510-1050175475,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225863,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,53446.0,53446.38,AMR09240466LMP,AMR09240466LMP-FY25Q3 M3 CUSTOMER REBATES AMAZON.COM Headsets Group,Q2-25,ACTIVE,2024-11-23,2024-12-27,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - PERSONAL WORKSPACE & MUSIC,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492719,Credit Memo - On Account,CLOSED,,"Ness, Von Desiree",317389.41,174348.19,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,1973728.91,1973728.91,1973728.91,103620.0,0.0,0.0,0.0,USD,2510-1050175475,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225863,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,107.0,106.83,AMR09240469LMP,AMR09240469LMP-FY25Q3 M3 CUSTOMER REBATES AMAZON.COM Tablet Keyboards Group,Q2-25,ACTIVE,2024-11-23,2024-12-27,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - PERSONAL WORKSPACE & MUSIC,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492719,Credit Memo - On Account,CLOSED,,"Ness, Von Desiree",1962181.3,1822404.86,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,1973728.91,1973728.91,1973728.91,89490.0,0.0,0.0,0.0,USD,2510-1050175475,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225863,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,529987.0,529987.29,AMR09240482LMP,AMR09240482LMP-FY25Q3 Qtr CUSTOMER REBATES AMAZON.COM Webcams Group,Q2-25,ACTIVE,2024-09-28,2024-12-27,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - PERSONAL WORKSPACE & MUSIC,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492719,Credit Memo - On Account,CLOSED,,"Wells, Michelle",222599.64,252103.22,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,1973728.91,1973728.91,1973728.91,84356.0,0.0,0.0,0.0,USD,2510-1050175475,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225863,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,0.0,0.13,AMR09240457LMP,AMR09240457LMP-FY25Q3 M2 CUSTOMER REBATES AMAZON.COM Console Gaming Group,Q2-25,ACTIVE,2024-10-26,2024-11-22,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - GAMING & S&C,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492719,Credit Memo - On Account,CLOSED,,"Wells, Michelle",3697636.44,5632293.77,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,1973728.91,1973728.91,1973728.91,1319698.0,0.0,0.0,0.0,USD,2510-1050175475,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225863,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,526713.0,526712.62,AMR09240477LMP,AMR09240477LMP-FY25Q3 Qtr CUSTOMER REBATES AMAZON.COM Gaming Steering Wheels/Gamepads Group,Q2-25,ACTIVE,2024-09-28,2024-12-27,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - GAMING & S&C,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492719,Credit Memo - On Account,CLOSED,,"Yuan, Andrew",99850.61,1037327.08,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,1973728.91,1973728.91,1973728.91,120014.0,0.0,0.0,0.0,USD,2510-1050175475,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225863,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,85425.0,85425.25,AMR09240467LMP,AMR09240467LMP-FY25Q3 M3 CUSTOMER REBATES AMAZON.COM PC Keyboards & Combos Group,Q2-25,ACTIVE,2024-11-23,2024-12-27,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - PERSONAL WORKSPACE & MUSIC,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492719,Credit Memo - On Account,CLOSED,,"Yuan, Andrew",432408.27,504221.21,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,1973728.91,1973728.91,1973728.91,215000.0,0.0,0.0,0.0,USD,2510-1050175475,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225863,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,55185.0,55185.47,AMR09240468LMP,AMR09240468LMP-FY25Q3 M3 CUSTOMER REBATES AMAZON.COM Pointing Devices Group,Q2-25,ACTIVE,2024-11-23,2024-12-27,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - PERSONAL WORKSPACE & MUSIC,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492720,Credit Memo - On Account,OPEN,,,,,"Ruiz, Teresa",COOP - T1,COOP - T1,,,2025-01-09,1923264.34,1923264.34,1923264.34,1923264.0,1923264.34,1923264.34,1923264.34,USD,2510-1049994365,,Q4-25,2025-01-09,,,,,,AR,,,,,,,,,19.0,0-30,,,324770130,,,,,,,,,,,,,,,,,,,,,,,0.0,,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492721,Credit Memo - On Account,CANCELLED,,,,,"Ruiz, Teresa",RMA Rebate,RMA Rebate,,,2025-01-09,1882595.56,1882595.56,,,0.0,0.0,0.0,USD,2510-1047401765,,Q4-25,2025-01-09,,,,,,AR,,,,,,,0.0,0.0,,,,,324770130,,,,,,,,,,,,,,,,,,,,,,,0.0,,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492721_1,Chargeback,CLOSED,,,,,"Ruiz, Teresa",RMA Rebate,Chargeback,,,2025-01-09,199490.93,199490.93,199490.93,199491.0,0.0,0.0,0.0,USD,2510-1047401765,,Q4-25,2025-01-28,"Hayes, Susan","Hayes, Susan",2025-01-28,251655,0.0,AR,,,,,,,0.0,0.0,19.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492721_2,Credit Memo - On Account,OPEN,,,,,"Ruiz, Teresa",RMA Rebate,RMA Rebate,,,2025-01-09,1683104.63,1683104.63,1683104.63,1683105.0,1683104.63,1683104.63,0.0,USD,2510-1047401765,,Q4-25,2025-01-28,,,,,,AR,,,,,,,,,19.0,0-30,,,324770130,,,,,,,,,,,,,,,,,,,,,,,0.0,,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492722,Credit Memo - On Account,CLOSED,,"Ness, Von Desiree",105383.05,139085.57,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,497774.5,497774.5,497774.5,52134.0,0.0,0.0,0.0,USD,2510-1052553255,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225901,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,0.0,0.06,AMR09240452LMP,AMR09240452LMP-FY25Q3 M1 CUSTOMER REBATES AMAZON.COM Headsets Group,Q2-25,ACTIVE,2024-09-28,2024-10-25,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - PERSONAL WORKSPACE & MUSIC,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492722,Credit Memo - On Account,CLOSED,,"Ness, Von Desiree",121867.63,130021.43,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,497774.5,497774.5,497774.5,50148.0,0.0,0.0,0.0,USD,2510-1052553255,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225901,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,1.0,0.82,AMR09240459LMP,AMR09240459LMP-FY25Q3 M2 CUSTOMER REBATES AMAZON.COM Headsets Group,Q2-25,ACTIVE,2024-10-26,2024-11-22,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - PERSONAL WORKSPACE & MUSIC,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492722,Credit Memo - On Account,CLOSED,,"Ness, Von Desiree",151600.08,128539.98,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,497774.5,497774.5,497774.5,8378.0,0.0,0.0,0.0,USD,2510-1052553255,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225901,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,53446.0,53446.38,AMR09240466LMP,AMR09240466LMP-FY25Q3 M3 CUSTOMER REBATES AMAZON.COM Headsets Group,Q2-25,ACTIVE,2024-11-23,2024-12-27,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - PERSONAL WORKSPACE & MUSIC,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492722,Credit Memo - On Account,CLOSED,,"Ness, Von Desiree",1962181.3,1822404.86,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,497774.5,497774.5,497774.5,387115.0,0.0,0.0,0.0,USD,2510-1052553255,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225901,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,529987.0,529987.29,AMR09240482LMP,AMR09240482LMP-FY25Q3 Qtr CUSTOMER REBATES AMAZON.COM Webcams Group,Q2-25,ACTIVE,2024-09-28,2024-12-27,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - PERSONAL WORKSPACE & MUSIC,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492723,Credit Memo - On Account,CLOSED,,"Yuan, Andrew",625015.58,1745521.81,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,447968.44,447968.44,447968.44,237718.0,0.0,0.0,0.0,USD,2510-1053587125,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225864,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,121874.0,121874.46,AMR09240454LMP,AMR09240454LMP-FY25Q3 M1 CUSTOMER REBATES AMAZON.COM Pointing Devices Group,Q2-25,ACTIVE,2024-09-28,2024-10-25,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - PERSONAL WORKSPACE & MUSIC,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492723,Credit Memo - On Account,CLOSED,,"Yuan, Andrew",772053.98,1013754.82,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,447968.44,447968.44,447968.44,210250.0,0.0,0.0,0.0,USD,2510-1053587125,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225864,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,31200.0,31200.31,AMR09240461LMP,AMR09240461LMP-FY25Q3 M2 CUSTOMER REBATES AMAZON.COM Pointing Devices Group,Q2-25,ACTIVE,2024-10-26,2024-11-22,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - PERSONAL WORKSPACE & MUSIC,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492724,Credit Memo - On Account,CLOSED,,"Nutting, Jeff",1601198.22,1225989.86,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,356170.84,356170.84,356170.84,356171.0,0.0,0.0,0.0,USD,2500-1053111855,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225913,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,214682.0,214681.98,AMR09240481LMP,AMR09240481LMP-FY25Q3 Qtr CUSTOMER REBATES AMAZON.COM Mobile Speakers Group,Q2-25,ACTIVE,2024-09-28,2024-12-27,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - PERSONAL WORKSPACE & MUSIC,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492725,Credit Memo - On Account,CLOSED,,"McConnaughey, Dan",333000.0,1454940.75,"Ruiz, Teresa",COOP - T1,COOP - T1,,,2025-01-09,351927.6,351927.6,351927.6,351928.0,0.0,0.0,0.0,USD,2510-1053154565,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-16,11260226029,0.0,AR,,,,,,,776.77,776.77,7.0,0-30,,OV -776.77,324770130,"Hayes, Susan","O' Leary, Darragh",,Claim Analyst,7.0,0.0,153630.0,0.0,AMR09240001SIA,AMR09240001SIA-FY25Q3 - COOP - E-TAIL DIRECT - AMAZON.COM - .75% Marketing Allowance - Net Based,Q2-25,ACTIVE,2024-09-28,2024-12-27,FY25Q3 AMR NAM (NA OU) AMAZON COOP Budget,COOP,ACCRUAL,COOP - T1 Sell-in,11553,,,,0.0,30502,
AMERICA,North America OU,AMAZON.COM,38765,103888.0,DED21492726,Credit Memo - On Account,CLOSED,,"Lo, Erin I Lin",28509.42,54908.18,"Ruiz, Teresa",REBATE - T1,REBATE - T1,,,2025-01-09,276530.81,276530.81,276530.81,12595.0,0.0,0.0,0.0,USD,2510-1050425105,,Q4-25,2025-01-09,"Hayes, Susan","Hayes, Susan",2025-01-15,11260225865,0.0,AR,,,,,,,0.0,0.0,6.0,0-30,,,324770130,"Hayes, Susan","Bermingham, Niamh",,Claim Analyst,6.0,0.0,25235.0,25235.03,AMR09240479LMP,AMR09240479LMP-FY25Q3 Qtr CUSTOMER REBATES AMAZON.COM Mevo Group,Q2-25,ACTIVE,2024-09-28,2024-12-27,FY25Q3 AMR NAM (NA OU) CUSTOMER REBATES BUDGET - GAMING & S&C,Consumer Rebate,LUMPSUM,Consumer Rebates - Flat amount,11556,,,,0.0,30505,
